"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"1699","서초구_거치대_066","자전거 일반거치대","사용","일반","126.982467946","37.485014083","[]","Point","","","서울특별시 서초구 방배동 2298","","","자전거 편의시설","7951.674068","2021-12-16 10:17:21","2021-12-16 10:17:21","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1700","서초구_거치대_049","자전거 일반거치대","사용","일반","126.993254275","37.487350292","[]","Point","","서울특별시 서초구 서초대로24길 3","서울특별시 서초구 방배동 936-1","06672","","자전거 편의시설","7901.039069","2021-12-16 10:10:00","2021-12-16 10:10:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1701","은평구_자전거 거치대_063","자전거 일반거치대","사용","일반","126.904888445","37.601377779","[]","Point","","서울특별시 은평구 갈현로3길 46-12","서울특별시 은평구 신사동 265-4","03433","","자전거 편의시설","7911.297397","2022-01-12 16:04:02","2022-01-12 16:04:02","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1702","은평구_자전거 거치대_065","자전거 일반거치대","사용","일반","126.920521203","37.608783456","[]","Point","","서울특별시 은평구 서오릉로 101","서울특별시 은평구 역촌동 2-140","03398","","자전거 편의시설","7019.220524","2022-01-12 16:17:08","2022-01-12 16:17:08","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|도로(사거리)|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1703","은평구_자전거 거치대_062","자전거 일반거치대","사용","일반","126.925464753","37.644365318","[]","Point","","서울특별시 은평구 진관4로 36","서울특별시 은평구 진관동 13-3","03302","","자전거 편의시설","9411.755661","2022-01-12 16:00:12","2022-01-12 16:00:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1704","서초구_거치대_025","자전거 일반거치대","사용","일반","126.980584044","37.503069027","[]","Point","","서울특별시 동작구 현충로 257","서울특별시 서초구 반포동 1322","06905","","자전거 편의시설","6136.420864","2021-12-16 09:56:03","2021-12-16 09:56:03","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1705","은평구_자전거 거치대_059","자전거 일반거치대","사용","일반","126.935770436","37.600623615","[]","Point","","서울특별시 은평구 통일로 602-1","서울특별시 은평구 응암동 1-39","03373","","자전거 편의시설","5334.272466","2022-01-12 15:53:31","2022-01-12 15:53:31","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1706","은평구_자전거 거치대_058","자전거 일반거치대","사용","일반","126.935673466","37.600713285","[]","Point","","서울특별시 은평구 은평로 250-2","서울특별시 은평구 응암동 1-39","03473","","자전거 편의시설","5347.479711","2022-01-12 15:53:04","2022-01-12 15:53:04","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1707","서초구_거치대_020","자전거 일반거치대","사용","일반","127.007653519","37.491266742","[]","Point","","","서울특별시 서초구 서초동 1541-12","","","자전거 편의시설","7998.895718","2021-12-16 09:50:27","2021-12-16 09:50:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1708","은평구_자전거 거치대_064","자전거 일반거치대","사용","일반","126.927710403","37.603919762","[]","Point","","서울특별시 은평구 녹번로 16","서울특별시 은평구 녹번동 85-4","03381","","자전거 편의시설","6155.636705","2022-01-12 16:07:28","2022-01-12 16:07:28","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","관공서|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1709","은평구_자전거 거치대_066","자전거 일반거치대","사용","일반","126.910130467","37.611639916","[]","Point","","서울특별시 은평구 갈현로17길 10","서울특별시 은평구 구산동 27-51","03426","","자전거 편의시설","8014.905516","2022-01-12 16:49:41","2022-01-12 16:49:41","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1710","은평구_자전거 거치대_057","자전거 일반거치대","사용","일반","126.919405259","37.636097466","[]","Point","","서울특별시 은평구 진관2로 29-16","서울특별시 은평구 진관동 75-3","03306","","자전거 편의시설","9073.804783","2022-01-12 15:33:03","2022-01-12 15:33:03","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1711","서초구_거치대_086","자전거 일반거치대","사용","일반","127.055065944","37.447740910","[]","Point","","서울특별시 서초구 청계산로 193","서울특별시 서초구 신원동 270-27","06802","","자전거 편의시설","14145.870378","2021-12-16 11:18:37","2021-12-16 11:18:37","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1712","은평구_자전거 거치대_041","자전거 일반거치대","사용","일반","126.916993711","37.610193576","[]","Point","","서울특별시 은평구 연서로 128","서울특별시 은평구 역촌동 1-57","03399","","자전거 편의시설","7382.038772","2022-01-12 15:00:39","2022-01-12 15:00:39","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1713","서대문구_거치대_063","자전거 일반거치대","사용","일반","126.923200707","37.573375136","[]","Point","","서울특별시 서대문구 모래내로 211","서울특별시 서대문구 남가좌동 318-21","03693","","자전거 편의시설","5231.410274","2022-01-20 15:19:45","2022-01-20 15:19:45","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1714","서초구_거치대_019","자전거 일반거치대","사용","일반","127.007075316","37.491893029","[]","Point","","서울특별시 서초구 서초대로 233","서울특별시 서초구 서초동 967","06590","","자전거 편의시설","7918.051984","2021-12-16 11:15:41","2021-12-16 09:46:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1715","서대문구_거치대_065","자전거 일반거치대","사용","일반","126.913478377","37.586949237","[]","Point","","서울특별시 은평구 응암로5길 20","서울특별시 은평구 응암동 610-7","03485","","자전거 편의시설","6532.442223","2022-01-20 15:31:24","2022-01-20 15:31:24","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1716","서초구_거치대_027","자전거 일반거치대","사용","일반","127.003763192","37.506071045","[]","Point","","서울특별시 서초구 신반포로 177","서울특별시 서초구 잠원동 75-19","06512","","자전거 편의시설","6494.709231","2021-12-16 09:57:05","2021-12-16 09:57:05","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1717","송파구_거치대_157","자전거 일반거치대","사용","일반","127.125277562","37.479746300","[]","Point","","서울특별시 송파구 송파대로 111","서울특별시 송파구 문정동 618","05837","","자전거 편의시설","17262.413664","2021-12-29 11:07:04","2021-12-29 11:07:04","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1718","은평구_자전거 거치대_061","자전거 일반거치대","사용","일반","126.935218883","37.601653011","[]","Point","","서울특별시 은평구 통일로 615-2","서울특별시 은평구 녹번동 55","03382","","자전거 편의시설","5445.034111","2022-01-12 15:55:22","2022-01-12 15:55:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1719","은평구_자전거 거치대_040","자전거 일반거치대","사용","일반","126.917251602","37.610721005","[]","Point","","서울특별시 은평구 연서로 134","서울특별시 은평구 역촌동 1-57","03398","","자전거 편의시설","7394.999987","2022-01-12 14:58:44","2022-01-12 14:58:44","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1720","송파구_거치대_123","자전거 일반거치대","사용","일반","127.100847287","37.516919553","[]","Point","","서울특별시 송파구 올림픽로35길 123","서울특별시 송파구 신천동 7-29","05510","","자전거 편의시설","13470.380336","2021-12-29 10:40:35","2021-12-29 10:40:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1721","송파구_거치대_128","자전거 일반거치대","사용","일반","127.107067976","37.515351767","[]","Point","","서울특별시 송파구 올림픽로 336","서울특별시 송파구 방이동 94","05542","","자전거 편의시설","14108.108420","2021-12-29 10:44:15","2021-12-29 10:44:15","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1722","송파구_거치대_142","자전거 일반거치대","사용","일반","127.094834672","37.502452544","[]","Point","","서울특별시 송파구 백제고분로 256","서울특별시 송파구 삼전동 88","05584","","자전거 편의시설","13505.597678","2021-12-29 10:55:01","2021-12-29 10:55:01","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1723","송파구_거치대_144","자전거 일반거치대","사용","일반","127.092651814","37.502843889","[]","Point","","서울특별시 송파구 백제고분로 236","서울특별시 송파구 삼전동 62","05584","","자전거 편의시설","13293.701221","2021-12-29 10:56:11","2021-12-29 10:56:11","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1724","은평구_자전거 거치대_038","자전거 일반거치대","사용","일반","126.917459358","37.611321421","[]","Point","","서울특별시 은평구 서오릉로 140","서울특별시 은평구 대조동 207-16","03394","","자전거 편의시설","7416.914233","2022-01-12 14:52:34","2022-01-12 14:52:34","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1725","은평구_자전거 거치대_060","자전거 일반거치대","사용","일반","126.935471920","37.601149471","[]","Point","","서울특별시 은평구 통일로 611","서울특별시 은평구 녹번동 55","03382","","자전거 편의시설","5392.041227","2022-01-12 15:54:22","2022-01-12 15:54:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1726","송파구_거치대_155","자전거 일반거치대","사용","일반","127.109235887","37.506216920","[]","Point","","서울특별시 송파구 백제고분로 392","서울특별시 송파구 송파동 113-1","05666","","자전거 편의시설","14648.376030","2021-12-29 11:05:30","2021-12-29 11:05:30","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1727","은평구_자전거 거치대_037","자전거 일반거치대","사용","일반","126.902356218","37.577330743","[]","Point","","서울특별시 은평구 수색로 175","서울특별시 은평구 증산동 239","03504","","자전거 편의시설","7352.979918","2022-01-12 14:44:23","2022-01-12 14:44:23","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1728","서초구_거치대_054","자전거 일반거치대","사용","일반","126.982020736","37.477702094","[]","Point","","서울특별시 서초구 방배천로 11","서울특별시 서초구 방배동 444-3","06693","","자전거 편의시설","8675.774813","2021-12-16 10:12:16","2021-12-16 10:12:16","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1729","송파구_거치대_132","자전거 일반거치대","사용","일반","127.126430558","37.508836920","[]","Point","","서울특별시 송파구 마천로5길 4","서울특별시 송파구 오금동 17-20","05657","","자전거 편의시설","16150.299186","2021-12-29 10:46:52","2021-12-29 10:46:52","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1730","송파구_거치대_134","자전거 일반거치대","사용","일반","127.097051363","37.502077048","[]","Point","","서울특별시 송파구 백제고분로 276","서울특별시 송파구 석촌동 299","05679","","자전거 편의시설","13720.106026","2021-12-29 10:48:08","2021-12-29 10:48:08","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1731","송파구_거치대_139","자전거 일반거치대","사용","일반","127.106987391","37.504823619","[]","Point","","서울특별시 송파구 송파대로 425","서울특별시 송파구 석촌동 318","05685","","자전거 편의시설","14498.584827","2021-12-29 10:52:21","2021-12-29 10:52:21","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1732","송파구_거치대_145","자전거 일반거치대","사용","일반","127.126668841","37.485976878","[]","Point","","서울특별시 송파구 송이로34길 62","서울특별시 송파구 문정동 18-4","05809","","자전거 편의시설","17090.080559","2021-12-29 10:57:00","2021-12-29 10:57:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1733","송파구_거치대_147","자전거 일반거치대","사용","일반","127.105478676","37.499658299","[]","Point","","서울특별시 송파구 송파대로37길 61-6","서울특별시 송파구 가락동 911","05698","","자전거 편의시설","14582.026404","2021-12-29 10:59:03","2021-12-29 10:59:03","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1734","송파구_거치대_127","자전거 일반거치대","사용","일반","127.091368794","37.507312456","[]","Point","","서울특별시 송파구 석촌호수로 130","서울특별시 송파구 삼전동 1-1","05599","","자전거 편의시설","12978.166517","2021-12-29 10:43:37","2021-12-29 10:43:37","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
